source,game_id,is_goal,home_team,away_team,home_team_skaters,away_team_skaters,player_name,position,player_team,goalie_name,goalie_team,game_time,x_ft,y_ft,dist_ft,angle_deg,shot_type,period
PWHL,235,0,TOR,OTT,5,5,Jocelyne Larocque,D,OTT,Raygan Kirk,TOR,2595.0,33.0,-29.377193,63.2,27.7,Slap,3
PWHL,235,0,TOR,OTT,5,5,Rory Guilday,D,OTT,Raygan Kirk,TOR,2640.0,34.666667,13.27193,55.9,13.7,Wrist,3
PWHL,235,1,TOR,OTT,5,5,Brooke Hobson,D,OTT,Raygan Kirk,TOR,2676.0,67.333333,7.605263,23.0,19.3,Wrist,3
PWHL,235,0,TOR,OTT,5,5,Natalie Spooner,F,TOR,Gwyneth Philips,OTT,2808.0,73.666667,5.219298,16.2,18.8,Snap,3
PWHL,235,0,TOR,OTT,5,5,Ronja Savolainen,D,OTT,Raygan Kirk,TOR,3005.0,55.0,-26.394737,43.0,37.8,Wrist,3
PWHL,235,0,TOR,OTT,5,5,Rory Guilday,D,OTT,Raygan Kirk,TOR,3058.0,30.0,-11.482456,60.1,11.0,Slap,3
PWHL,235,0,TOR,OTT,5,5,Peyton Hemp,F,OTT,Raygan Kirk,TOR,3110.0,73.0,16.254386,22.8,45.5,Slap,3
PWHL,235,0,TOR,OTT,5,5,Sara Hjalmarsson,F,TOR,Gwyneth Philips,OTT,3237.0,81.666667,7.903509,10.8,47.1,Wrist,3
PWHL,235,0,TOR,OTT,5,5,Natalie Spooner,F,TOR,Gwyneth Philips,OTT,3323.0,56.666667,4.026316,32.6,7.1,Wrist,3
PWHL,235,0,TOR,OTT,5,5,Natalie Spooner,F,TOR,Gwyneth Philips,OTT,3325.0,79.666667,1.04386,9.4,6.4,Snap,3
PWHL,235,0,TOR,OTT,5,5,Brianne Jenner,F,OTT,Raygan Kirk,TOR,3528.0,59.666667,30.868421,42.6,46.5,Snap,3
PWHL,236,0,SEA,MTL,5,5,Cayla Barnes,D,SEA,Ann-Renée Desbiens,MTL,7.0,41.0,25.201754,54.2,27.7,Wrist,1
PWHL,236,0,SEA,MTL,5,5,Shiann Darkangelo,F,MTL,Hannah Murphy,SEA,54.0,61.333333,32.657895,42.8,49.7,Wrist,1
PWHL,236,0,SEA,MTL,5,5,Natálie Mlýnková,F,MTL,Hannah Murphy,SEA,66.0,43.0,-36.236842,58.6,38.2,Wrist,1
PWHL,236,0,SEA,MTL,5,5,Skylar Irving,F,MTL,Hannah Murphy,SEA,118.0,35.666667,-13.570175,55.0,14.3,Wrist,1
PWHL,236,0,SEA,MTL,5,5,Brooke Bryant,F,SEA,Ann-Renée Desbiens,MTL,161.0,80.333333,1.04386,8.7,6.9,Tip,1
PWHL,236,0,SEA,MTL,4,5,Shiann Darkangelo,F,MTL,Hannah Murphy,SEA,237.0,86.666667,9.394737,9.7,76.1,Backhand,1
PWHL,236,0,SEA,MTL,5,5,Hilary Knight,F,SEA,Ann-Renée Desbiens,MTL,335.0,84.333333,9.096491,10.2,62.8,Wrist,1
PWHL,236,0,SEA,MTL,5,5,Lexie Adzija,F,SEA,Ann-Renée Desbiens,MTL,392.0,64.666667,-25.201754,35.0,46.0,Wrist,1
PWHL,236,0,SEA,MTL,5,5,Brooke Bryant,F,SEA,Ann-Renée Desbiens,MTL,515.0,65.0,13.868421,27.7,30.0,Wrist,1
PWHL,236,0,SEA,MTL,5,5,Nicole Gosling,D,MTL,Hannah Murphy,SEA,547.0,31.333333,-35.04386,67.5,31.3,Wrist,1
PWHL,236,0,SEA,MTL,5,5,Jessie Eldridge,F,SEA,Ann-Renée Desbiens,MTL,605.0,76.666667,-9.692982,15.7,38.2,Wrist,1
PWHL,236,0,SEA,MTL,5,4,Julia Gosling,F,SEA,Ann-Renée Desbiens,MTL,753.0,55.0,0.149123,34.0,0.3,Wrist,1
PWHL,236,0,SEA,MTL,5,4,Cayla Barnes,D,SEA,Ann-Renée Desbiens,MTL,763.0,45.333333,-2.833333,43.8,3.7,Slap,1
PWHL,236,0,SEA,MTL,5,5,Laura Stacey,F,MTL,Hannah Murphy,SEA,878.0,81.333333,12.675439,14.8,58.8,Wrist,1
PWHL,236,0,SEA,MTL,5,5,Marah Wagner,F,SEA,Ann-Renée Desbiens,MTL,905.0,52.0,-25.5,44.9,34.6,Wrist,1
PWHL,236,0,SEA,MTL,5,5,Hannah Bilka,F,SEA,Ann-Renée Desbiens,MTL,1022.0,72.333333,-18.938596,25.2,48.7,Wrist,1
PWHL,236,0,SEA,MTL,5,5,Mariah Keopple,D,SEA,Ann-Renée Desbiens,MTL,1041.0,50.333333,-37.131579,53.6,43.8,Snap,1
PWHL,236,0,SEA,MTL,5,5,Hayley Scamurra,F,MTL,Hannah Murphy,SEA,1076.0,84.0,-5.517544,7.4,47.8,Tip,1
PWHL,236,1,SEA,MTL,5,5,Abby Roque,F,MTL,Hannah Murphy,SEA,1137.0,53.0,-12.973684,38.3,19.8,Snap,1
PWHL,236,0,SEA,MTL,5,5,Julia Gosling,F,SEA,Ann-Renée Desbiens,MTL,1153.0,31.0,-1.938596,58.0,1.9,Wrist,1
PWHL,236,0,SEA,MTL,5,5,Maureen Murphy,F,MTL,Hannah Murphy,SEA,1273.0,76.333333,-3.131579,13.0,13.9,Wrist,2
PWHL,236,0,SEA,MTL,5,5,Maureen Murphy,F,MTL,Hannah Murphy,SEA,1278.0,84.333333,-7.605263,8.9,58.5,Backhand,2
PWHL,236,0,SEA,MTL,5,5,Megan Carter,D,SEA,Ann-Renée Desbiens,MTL,1299.0,38.666667,-26.096491,56.7,27.4,Wrist,2
PWHL,236,1,SEA,MTL,5,5,Alex Carpenter,F,SEA,Ann-Renée Desbiens,MTL,1412.0,82.666667,-4.324561,7.7,34.3,Wrist,2
PWHL,236,0,SEA,MTL,5,5,Julia Gosling,F,SEA,Ann-Renée Desbiens,MTL,1413.0,67.666667,11.780702,24.4,28.9,Wrist,2
PWHL,236,0,SEA,MTL,5,5,Shiann Darkangelo,F,MTL,Hannah Murphy,SEA,1457.0,78.0,-5.219298,12.2,25.4,Wrist,2
PWHL,236,0,SEA,MTL,5,5,Shiann Darkangelo,F,MTL,Hannah Murphy,SEA,1457.0,81.333333,-8.5,11.4,48.0,Wrist,2
PWHL,236,0,SEA,MTL,5,5,Anna Wilgren,D,SEA,Ann-Renée Desbiens,MTL,1487.0,33.333333,-30.868421,63.7,29.0,Wrist,2
PWHL,236,0,SEA,MTL,5,5,Mariah Keopple,D,SEA,Ann-Renée Desbiens,MTL,1635.0,43.333333,-35.640351,57.9,38.0,Wrist,2
PWHL,236,0,SEA,MTL,5,5,Alexandra Labelle,F,MTL,Hannah Murphy,SEA,1647.0,38.333333,-31.464912,59.6,31.8,Snap,2
PWHL,236,0,SEA,MTL,5,4,Hilary Knight,F,SEA,Ann-Renée Desbiens,MTL,1752.0,73.333333,-0.447368,15.7,1.6,Slap,2
PWHL,236,0,SEA,MTL,5,4,Alex Carpenter,F,SEA,Ann-Renée Desbiens,MTL,1761.0,53.0,-12.675439,38.2,19.4,Wrist,2
PWHL,236,0,SEA,MTL,5,4,Anna Wilgren,D,SEA,Ann-Renée Desbiens,MTL,1844.0,45.0,-18.342105,47.7,22.6,Snap,2
PWHL,236,0,SEA,MTL,5,5,Laura Stacey,F,MTL,Hannah Murphy,SEA,1916.0,59.0,14.464912,33.3,25.7,Wrist,2
PWHL,236,0,SEA,MTL,5,5,Erin Ambrose,D,MTL,Hannah Murphy,SEA,1930.0,70.666667,28.184211,33.6,57.0,Snap,2
PWHL,236,0,SEA,MTL,5,5,Maureen Murphy,F,MTL,Hannah Murphy,SEA,2108.0,68.0,9.096491,22.9,23.4,Wrist,2
PWHL,236,0,SEA,MTL,4,5,Erin Ambrose,D,MTL,Hannah Murphy,SEA,2163.0,30.0,-2.535088,59.1,2.5,Wrist,2
PWHL,236,0,SEA,MTL,4,5,Natálie Mlýnková,F,MTL,Hannah Murphy,SEA,2166.0,80.333333,0.149123,8.7,1.0,Wrist,2
PWHL,236,0,SEA,MTL,4,5,Kati Tabin,D,MTL,Hannah Murphy,SEA,2191.0,85.666667,-20.131579,20.4,80.6,Wrist,2
PWHL,236,0,SEA,MTL,4,5,Kati Tabin,D,MTL,Hannah Murphy,SEA,2205.0,41.0,16.850877,50.9,19.3,Slap,2
PWHL,236,0,SEA,MTL,5,5,Alexandra Labelle,F,MTL,Hannah Murphy,SEA,2264.0,71.666667,-5.815789,18.3,18.5,Tip,2
PWHL,236,0,SEA,MTL,5,5,Laura Stacey,F,MTL,Hannah Murphy,SEA,2310.0,74.333333,-18.640351,23.7,51.8,Wrist,2
PWHL,236,0,SEA,MTL,5,5,Laura Stacey,F,MTL,Hannah Murphy,SEA,2326.0,70.333333,-4.921053,19.3,14.8,Tip,2
PWHL,236,0,SEA,MTL,5,5,Marie-Philip Poulin,F,MTL,Hannah Murphy,SEA,2439.0,74.666667,-16.254386,21.7,48.6,Wrist,3
PWHL,236,0,SEA,MTL,5,5,Maureen Murphy,F,MTL,Hannah Murphy,SEA,2459.0,82.0,-4.921053,8.6,35.1,Wrist,3
PWHL,236,1,SEA,MTL,5,5,Julia Gosling,F,SEA,Ann-Renée Desbiens,MTL,2603.0,73.0,9.096491,18.4,29.6,Snap,3
PWHL,236,0,SEA,MTL,5,5,Danielle Serdachny,F,SEA,Ann-Renée Desbiens,MTL,2671.0,82.0,6.114035,9.3,41.1,Wrist,3
PWHL,236,0,SEA,MTL,4,5,Kati Tabin,D,MTL,Hannah Murphy,SEA,2996.0,77.0,8.201754,14.5,34.4,Wrist,3
PWHL,236,0,SEA,MTL,5,5,Amanda Boulier,D,MTL,Hannah Murphy,SEA,3069.0,30.333333,-36.236842,69.0,31.7,Wrist,3
PWHL,236,0,SEA,MTL,5,5,Maureen Murphy,F,MTL,Hannah Murphy,SEA,3113.0,84.333333,-34.447368,34.8,82.3,Wrist,3
PWHL,236,0,SEA,MTL,5,5,Shiann Darkangelo,F,MTL,Hannah Murphy,SEA,3154.0,77.333333,5.517544,12.9,25.3,Backhand,3
PWHL,236,0,SEA,MTL,5,5,Laura Stacey,F,MTL,Hannah Murphy,SEA,3161.0,72.666667,11.184211,19.8,34.4,Wrist,3
PWHL,236,0,SEA,MTL,5,5,Kati Tabin,D,MTL,Hannah Murphy,SEA,3167.0,31.333333,34.447368,67.2,30.9,Wrist,3
PWHL,236,0,SEA,MTL,5,5,Alex Carpenter,F,SEA,Ann-Renée Desbiens,MTL,3179.0,50.666667,-30.868421,49.2,38.8,Wrist,3
PWHL,236,0,SEA,MTL,5,5,Marie-Philip Poulin,F,MTL,Hannah Murphy,SEA,3271.0,64.0,-12.377193,27.9,26.3,Snap,3
PWHL,236,0,SEA,MTL,5,5,Abby Roque,F,MTL,Hannah Murphy,SEA,3274.0,88.333333,-6.412281,6.4,84.1,Wrist,3
PWHL,236,0,SEA,MTL,5,5,Marie-Philip Poulin,F,MTL,Hannah Murphy,SEA,3277.0,42.333333,-10.289474,47.8,12.4,Wrist,3
PWHL,236,0,SEA,MTL,4,5,Marie-Philip Poulin,F,MTL,Hannah Murphy,SEA,3446.0,55.0,24.903509,42.1,36.2,Wrist,3
PWHL,236,0,SEA,MTL,4,5,Erin Ambrose,D,MTL,Hannah Murphy,SEA,3452.0,33.333333,26.692982,61.7,25.6,Wrist,3
PWHL,236,0,SEA,MTL,4,5,Laura Stacey,F,MTL,Hannah Murphy,SEA,3475.0,44.666667,-33.850877,55.8,37.4,Slap,3
PWHL,236,0,SEA,MTL,4,5,Abby Roque,F,MTL,Hannah Murphy,SEA,3518.0,61.333333,-17.447368,32.7,32.2,Slap,3
PWHL,237,0,OTT,BOS,5,5,Ella Huber,F,BOS,Gwyneth Philips,OTT,118.0,45.333333,-0.149123,43.7,0.2,Default,1
PWHL,237,0,OTT,BOS,5,5,Riley Brengman,D,BOS,Gwyneth Philips,OTT,121.0,78.666667,9.991228,14.4,44.0,Default,1
PWHL,237,0,OTT,BOS,5,5,Haley Winn,D,BOS,Gwyneth Philips,OTT,183.0,66.0,19.833333,30.4,40.8,Default,1
PWHL,237,0,OTT,BOS,5,5,Mannon McMahon,F,OTT,Aerin Frankel,BOS,191.0,55.0,35.342105,49.0,46.1,Default,1
PWHL,237,0,OTT,BOS,5,5,Ella Huber,F,BOS,Gwyneth Philips,OTT,304.0,76.333333,38.026316,40.1,71.6,Default,1
PWHL,237,0,OTT,BOS,5,4,Rory Guilday,D,OTT,Aerin Frankel,BOS,384.0,31.333333,-9.692982,58.5,9.5,Default,1
PWHL,237,0,OTT,BOS,4,4,Haley Winn,D,BOS,Gwyneth Philips,OTT,430.0,39.666667,9.096491,50.2,10.4,Default,1
PWHL,237,0,OTT,BOS,4,4,Sarah Wozniewicz,F,OTT,Aerin Frankel,BOS,473.0,57.666667,-16.254386,35.3,27.4,Default,1
PWHL,237,0,OTT,BOS,4,5,Haley Winn,D,BOS,Gwyneth Philips,OTT,494.0,43.333333,8.5,46.5,10.5,Default,1
PWHL,237,0,OTT,BOS,4,5,Olivia Mobley,F,BOS,Gwyneth Philips,OTT,512.0,80.666667,-2.236842,8.6,15.0,Default,1
PWHL,237,0,OTT,BOS,4,5,Megan Keller,D,BOS,Gwyneth Philips,OTT,512.0,85.0,5.815789,7.1,55.5,Default,1
PWHL,237,0,OTT,BOS,5,5,Susanna Tapani,F,BOS,Gwyneth Philips,OTT,523.0,89.0,-8.5,8.5,90.0,Default,1
PWHL,237,0,OTT,BOS,5,5,Anna Meixner,F,OTT,Aerin Frankel,BOS,661.0,87.0,-14.763158,14.9,82.3,Default,1
PWHL,237,0,OTT,BOS,5,5,Hannah Brandt,F,BOS,Gwyneth Philips,OTT,714.0,76.666667,-33.552632,35.7,69.8,Default,1
PWHL,237,0,OTT,BOS,5,5,Haley Winn,D,BOS,Gwyneth Philips,OTT,795.0,67.0,42.201754,47.6,62.5,Default,1
PWHL,237,0,OTT,BOS,5,5,Anna Meixner,F,OTT,Aerin Frankel,BOS,897.0,66.666667,-2.833333,22.5,7.2,Default,1
PWHL,237,1,OTT,BOS,5,5,Stephanie Markowski,D,OTT,Aerin Frankel,BOS,942.0,79.666667,-0.447368,9.3,2.7,Default,1
PWHL,237,0,OTT,BOS,5,5,Sophie Shirley,F,BOS,Gwyneth Philips,OTT,974.0,35.0,-33.552632,63.6,31.9,Default,1
PWHL,237,0,OTT,BOS,5,5,Hannah Brandt,F,BOS,Gwyneth Philips,OTT,1049.0,86.0,18.640351,18.9,80.9,Default,1
PWHL,237,0,OTT,BOS,5,5,Haley Winn,D,BOS,Gwyneth Philips,OTT,1068.0,48.666667,33.552632,52.5,39.8,Default,1
PWHL,237,0,OTT,BOS,5,5,Olivia Mobley,F,BOS,Gwyneth Philips,OTT,1152.0,80.0,-16.850877,19.1,61.9,Default,1
PWHL,237,0,OTT,BOS,5,5,Kathryn Reilly,D,OTT,Aerin Frankel,BOS,1182.0,61.333333,20.429825,34.4,36.4,Default,1
PWHL,237,0,OTT,BOS,5,5,Stephanie Markowski,D,OTT,Aerin Frankel,BOS,1245.0,32.333333,-18.342105,59.6,17.9,Default,2
PWHL,237,0,OTT,BOS,5,5,Susanna Tapani,F,BOS,Gwyneth Philips,OTT,1298.0,55.666667,-22.815789,40.4,34.4,Default,2
PWHL,237,0,OTT,BOS,5,5,Abby Newhook,F,BOS,Gwyneth Philips,OTT,1352.0,83.333333,10.289474,11.7,61.2,Default,2
PWHL,237,0,OTT,BOS,5,5,Ella Huber,F,BOS,Gwyneth Philips,OTT,1548.0,80.666667,-18.640351,20.4,65.9,Default,2
PWHL,237,0,OTT,BOS,5,5,Peyton Hemp,F,OTT,Aerin Frankel,BOS,1560.0,61.0,5.219298,28.5,10.6,Default,2
PWHL,237,0,OTT,BOS,5,5,Sophie Shirley,F,BOS,Gwyneth Philips,OTT,1666.0,79.666667,1.938596,9.5,11.7,Default,2
PWHL,237,0,OTT,BOS,5,5,Haley Winn,D,BOS,Gwyneth Philips,OTT,1706.0,52.666667,21.026316,42.0,30.1,Default,2
PWHL,237,0,OTT,BOS,5,5,Susanna Tapani,F,BOS,Gwyneth Philips,OTT,1922.0,77.666667,-4.921053,12.4,23.5,Default,2
PWHL,237,1,OTT,BOS,5,5,Olivia Mobley,F,BOS,Gwyneth Philips,OTT,1923.0,75.0,-1.342105,14.1,5.5,Default,2
PWHL,237,0,OTT,BOS,5,5,Ronja Savolainen,D,OTT,Aerin Frankel,BOS,1975.0,80.333333,-13.27193,15.9,56.9,Default,2
PWHL,237,0,OTT,BOS,5,5,Theresa Schafzahl,F,BOS,Gwyneth Philips,OTT,2069.0,61.666667,-6.114035,28.0,12.6,Default,2
PWHL,237,0,OTT,BOS,5,5,Brianne Jenner,F,OTT,Aerin Frankel,BOS,2164.0,69.0,0.149123,20.0,0.4,Default,2
PWHL,237,0,OTT,BOS,5,5,Zoe Boyd,D,BOS,Gwyneth Philips,OTT,2258.0,84.0,-21.324561,21.9,76.8,Default,2
PWHL,237,0,OTT,BOS,5,5,Anna Meixner,F,OTT,Aerin Frankel,BOS,2280.0,83.0,-9.394737,11.1,57.4,Default,2
PWHL,237,0,OTT,BOS,5,5,Hannah Brandt,F,BOS,Gwyneth Philips,OTT,2312.0,30.0,21.622807,62.8,20.1,Default,2
PWHL,237,0,OTT,BOS,5,5,Megan Keller,D,BOS,Gwyneth Philips,OTT,2369.0,29.333333,-4.921053,59.9,4.7,Default,2
PWHL,237,1,OTT,BOS,5,5,Haley Winn,D,BOS,Gwyneth Philips,OTT,2380.0,71.0,10.289474,20.7,29.8,Default,2
PWHL,237,0,OTT,BOS,5,5,Sarah Wozniewicz,F,OTT,Aerin Frankel,BOS,2386.0,79.333333,32.061404,33.5,73.2,Default,2
PWHL,237,0,OTT,BOS,5,5,Sarah Wozniewicz,F,OTT,Aerin Frankel,BOS,2396.0,73.666667,16.552632,22.6,47.2,Default,2
PWHL,237,0,OTT,BOS,5,5,Emily Clark,F,OTT,Aerin Frankel,BOS,2430.0,31.666667,-30.570175,65.0,28.1,Default,3
PWHL,237,0,OTT,BOS,5,5,Ella Huber,F,BOS,Gwyneth Philips,OTT,2482.0,78.333333,9.692982,14.4,42.3,Default,3
PWHL,237,0,OTT,BOS,4,5,Theresa Schafzahl,F,BOS,Gwyneth Philips,OTT,2677.0,53.666667,-16.850877,39.1,25.5,Default,3
PWHL,237,0,OTT,BOS,5,5,Brianne Jenner,F,OTT,Aerin Frankel,BOS,3015.0,61.0,0.745614,28.0,1.5,Default,3
PWHL,237,0,OTT,BOS,5,5,Rebecca Leslie,F,OTT,Aerin Frankel,BOS,3026.0,44.333333,21.026316,49.4,25.2,Default,3
PWHL,237,0,OTT,BOS,5,5,Megan Keller,D,BOS,Gwyneth Philips,OTT,3070.0,43.666667,-29.675439,54.2,33.2,Default,3
PWHL,237,0,OTT,BOS,5,5,Kateřina Mrázová,F,OTT,Aerin Frankel,BOS,3133.0,31.0,19.535088,61.2,18.6,Default,3
PWHL,237,0,OTT,BOS,5,5,Peyton Hemp,F,OTT,Aerin Frankel,BOS,3156.0,57.333333,25.201754,40.5,38.5,Default,3
PWHL,237,0,OTT,BOS,5,5,Rory Guilday,D,OTT,Aerin Frankel,BOS,3183.0,32.0,13.868421,58.7,13.7,Default,3
PWHL,237,0,OTT,BOS,4,5,Sarah Wozniewicz,F,OTT,Aerin Frankel,BOS,3304.0,78.0,-8.798246,14.1,38.7,Default,3
PWHL,237,0,OTT,BOS,4,5,Alexa Vasko,F,OTT,Aerin Frankel,BOS,3361.0,47.0,22.815789,47.8,28.5,Default,3
PWHL,237,1,OTT,BOS,5,5,Fanuza Kadirova,F,OTT,Aerin Frankel,BOS,3422.0,85.666667,3.429825,4.8,45.8,Default,3
PWHL,238,0,MTL,TOR,5,5,Daryl Watts,F,TOR,Ann-Renée Desbiens,MTL,25.0,76.333333,-16.850877,21.1,53.1,Wrist,1
PWHL,238,0,MTL,TOR,5,5,Daryl Watts,F,TOR,Ann-Renée Desbiens,MTL,187.0,74.333333,33.850877,36.9,66.6,Wrist,1
PWHL,238,0,MTL,TOR,5,5,Nicole Gosling,D,MTL,Elaine Chuli,TOR,196.0,54.666667,0.447368,34.3,0.7,Wrist,1
PWHL,238,0,MTL,TOR,5,5,Skylar Irving,F,MTL,Elaine Chuli,TOR,227.0,48.666667,-21.921053,45.9,28.5,Wrist,1
PWHL,238,0,MTL,TOR,5,5,Maureen Murphy,F,MTL,Elaine Chuli,TOR,335.0,53.0,-7.008772,36.7,11.0,Wrist,1
PWHL,238,0,MTL,TOR,5,5,Abby Roque,F,MTL,Elaine Chuli,TOR,367.0,51.333333,-27.885965,46.9,36.5,Wrist,1
PWHL,238,0,MTL,TOR,5,4,Erin Ambrose,D,MTL,Elaine Chuli,TOR,452.0,29.333333,14.464912,61.4,13.6,Wrist,1
PWHL,238,0,MTL,TOR,5,5,Kaitlin Willoughby,F,MTL,Elaine Chuli,TOR,536.0,61.0,38.921053,47.9,54.3,Wrist,1
PWHL,238,0,MTL,TOR,5,5,Clair DeGeorge,F,TOR,Ann-Renée Desbiens,MTL,547.0,31.0,-25.798246,63.5,24.0,Wrist,1
PWHL,238,0,MTL,TOR,5,5,Jesse Compher,F,TOR,Ann-Renée Desbiens,MTL,647.0,75.0,41.307018,43.6,71.3,Wrist,1
PWHL,238,0,MTL,TOR,5,5,Natálie Mlýnková,F,MTL,Elaine Chuli,TOR,670.0,82.666667,4.324561,7.7,34.3,Tip,1
PWHL,238,0,MTL,TOR,5,5,Natalie Spooner,F,TOR,Ann-Renée Desbiens,MTL,720.0,66.666667,23.710526,32.6,46.7,Wrist,1
PWHL,238,0,MTL,TOR,5,5,Claire Dalton,F,TOR,Ann-Renée Desbiens,MTL,813.0,69.0,29.675439,35.8,56.0,Wrist,1
PWHL,238,0,MTL,TOR,5,5,Maggie Connors,F,TOR,Ann-Renée Desbiens,MTL,835.0,85.333333,5.219298,6.4,54.9,Wrist,1
PWHL,238,0,MTL,TOR,5,5,Jesse Compher,F,TOR,Ann-Renée Desbiens,MTL,1078.0,70.666667,-7.307018,19.7,21.7,Backhand,1
PWHL,238,0,MTL,TOR,5,5,Blayre Turnbull,F,TOR,Ann-Renée Desbiens,MTL,1083.0,86.0,-9.991228,10.4,73.3,Wrist,1
PWHL,238,0,MTL,TOR,5,5,Jesse Compher,F,TOR,Ann-Renée Desbiens,MTL,1094.0,79.0,2.236842,10.2,12.6,Tip,1
PWHL,238,1,MTL,TOR,5,5,Jesse Compher,F,TOR,Ann-Renée Desbiens,MTL,1095.0,79.0,-2.535088,10.3,14.2,Backhand,1
PWHL,238,0,MTL,TOR,5,5,Claire Dalton,F,TOR,Ann-Renée Desbiens,MTL,1192.0,83.0,-11.482456,13.0,62.4,Backhand,1
PWHL,238,0,MTL,TOR,5,5,Abby Roque,F,MTL,Elaine Chuli,TOR,1233.0,79.0,1.640351,10.1,9.3,Wrist,2
PWHL,238,0,MTL,TOR,5,5,Laura Stacey,F,MTL,Elaine Chuli,TOR,1236.0,77.0,12.078947,17.0,45.2,Snap,2
PWHL,238,0,MTL,TOR,5,5,Sara Hjalmarsson,F,TOR,Ann-Renée Desbiens,MTL,1386.0,66.666667,-16.850877,28.0,37.0,Wrist,2
PWHL,238,0,MTL,TOR,5,5,Maureen Murphy,F,MTL,Elaine Chuli,TOR,1413.0,86.0,-9.096491,9.6,71.7,Wrist,2
PWHL,238,0,MTL,TOR,5,5,Maggie Flaherty,D,MTL,Elaine Chuli,TOR,1416.0,33.333333,-19.236842,58.9,19.1,Slap,2
PWHL,238,1,MTL,TOR,5,5,Abby Roque,F,MTL,Elaine Chuli,TOR,1520.0,66.666667,-0.447368,22.3,1.1,Tip,2
PWHL,238,0,MTL,TOR,4,5,Ella Shelton,D,TOR,Ann-Renée Desbiens,MTL,1589.0,29.0,9.096491,60.7,8.6,Wrist,2
PWHL,238,0,MTL,TOR,4,5,Daryl Watts,F,TOR,Ann-Renée Desbiens,MTL,1602.0,54.0,-26.394737,43.8,37.0,Wrist,2
PWHL,238,0,MTL,TOR,4,5,Blayre Turnbull,F,TOR,Ann-Renée Desbiens,MTL,1643.0,50.333333,-29.675439,48.7,37.5,Wrist,2
PWHL,238,0,MTL,TOR,4,5,Marie-Philip Poulin,F,MTL,Elaine Chuli,TOR,1662.0,89.0,-27.885965,27.9,90.0,Wrist,2
PWHL,238,0,MTL,TOR,5,5,Natálie Mlýnková,F,MTL,Elaine Chuli,TOR,1725.0,66.333333,-38.026316,44.3,59.2,Wrist,2
PWHL,238,0,MTL,TOR,5,5,Kaitlin Willoughby,F,MTL,Elaine Chuli,TOR,1800.0,70.333333,19.833333,27.2,46.7,Wrist,2
PWHL,238,0,MTL,TOR,5,5,Abby Roque,F,MTL,Elaine Chuli,TOR,1837.0,88.333333,18.640351,18.7,88.0,Wrist,2
PWHL,238,0,MTL,TOR,5,5,Kiara Zanon,F,TOR,Ann-Renée Desbiens,MTL,1865.0,52.0,-3.131579,37.1,4.8,Snap,2
PWHL,238,0,MTL,TOR,5,5,Amanda Boulier,D,MTL,Elaine Chuli,TOR,1918.0,72.0,7.605263,18.6,24.1,Backhand,2
PWHL,238,0,MTL,TOR,5,5,Jessica DiGirolamo,D,MTL,Elaine Chuli,TOR,1923.0,39.333333,-0.745614,49.7,0.9,Wrist,2
PWHL,238,1,MTL,TOR,5,5,Daryl Watts,F,TOR,Ann-Renée Desbiens,MTL,2116.0,68.666667,-19.535088,28.2,43.9,Wrist,2
PWHL,238,0,MTL,TOR,5,5,Kati Tabin,D,MTL,Elaine Chuli,TOR,2310.0,32.666667,31.763158,64.7,29.4,Wrist,2
PWHL,238,0,MTL,TOR,4,4,Shiann Darkangelo,F,MTL,Elaine Chuli,TOR,2377.0,73.333333,-5.517544,16.6,19.4,Wrist,2
PWHL,238,0,MTL,TOR,4,3,Abby Roque,F,MTL,Elaine Chuli,TOR,2383.0,49.0,-0.447368,40.0,0.6,Wrist,2
PWHL,238,0,MTL,TOR,4,3,Laura Stacey,F,MTL,Elaine Chuli,TOR,2465.0,60.666667,-23.710526,36.9,39.9,Snap,3
PWHL,238,0,MTL,TOR,5,5,Claire Dalton,F,TOR,Ann-Renée Desbiens,MTL,2509.0,55.666667,-4.921053,33.7,8.4,Wrist,3
PWHL,238,0,MTL,TOR,5,5,Kati Tabin,D,MTL,Elaine Chuli,TOR,2650.0,80.333333,-4.026316,9.6,24.9,Wrist,3
PWHL,238,0,MTL,TOR,5,5,Daryl Watts,F,TOR,Ann-Renée Desbiens,MTL,2710.0,71.0,14.166667,22.9,38.2,Backhand,3
PWHL,238,0,MTL,TOR,5,5,Ella Shelton,D,TOR,Ann-Renée Desbiens,MTL,2912.0,53.0,29.078947,46.3,38.9,Wrist,3
PWHL,238,0,MTL,TOR,4,5,Jessica DiGirolamo,D,MTL,Elaine Chuli,TOR,2962.0,72.0,40.710526,44.1,67.3,Wrist,3
PWHL,238,0,MTL,TOR,4,5,Daryl Watts,F,TOR,Ann-Renée Desbiens,MTL,2981.0,71.0,19.833333,26.8,47.8,Snap,3
PWHL,238,0,MTL,TOR,5,5,Emma Gentry,F,TOR,Ann-Renée Desbiens,MTL,3091.0,85.333333,9.096491,9.8,68.0,Wrist,3
PWHL,238,0,MTL,TOR,5,5,Catherine Dubois,F,MTL,Elaine Chuli,TOR,3161.0,37.666667,-5.219298,51.6,5.8,Wrist,3
PWHL,238,0,MTL,TOR,5,5,Kati Tabin,D,MTL,Elaine Chuli,TOR,3162.0,81.666667,-4.026316,8.4,28.8,Wrist,3
PWHL,238,0,MTL,TOR,5,5,Jessica DiGirolamo,D,MTL,Elaine Chuli,TOR,3260.0,29.0,-4.324561,60.2,4.1,Wrist,3
